"nuts2","freq","date"
4,681,2020-03-22 22:45:00
5,354,2020-03-22 22:45:00
6,446,2020-03-22 22:45:00
7,676,2020-03-22 22:45:00
8,294,2020-03-22 22:45:00
9,443,2020-03-22 22:45:00
1,64,2020-03-22 23:00:00
2,113,2020-03-22 23:00:00
3,511,2020-03-22 23:00:00
4,681,2020-03-22 23:00:00
5,354,2020-03-22 23:00:00
6,446,2020-03-22 23:00:00
7,676,2020-03-22 23:00:00
8,294,2020-03-22 23:00:00
9,443,2020-03-22 23:00:00
1,64,2020-03-22 23:15:00
2,113,2020-03-22 23:15:00
3,511,2020-03-22 23:15:00
4,681,2020-03-22 23:15:00
5,354,2020-03-22 23:15:00
6,446,2020-03-22 23:15:00
7,676,2020-03-22 23:15:00
8,294,2020-03-22 23:15:00
9,443,2020-03-22 23:15:00
1,64,2020-03-22 23:30:00
2,113,2020-03-22 23:30:00
3,511,2020-03-22 23:30:00
4,681,2020-03-22 23:30:00
5,354,2020-03-22 23:30:00
6,446,2020-03-22 23:30:00
7,676,2020-03-22 23:30:00
8,294,2020-03-22 23:30:00
9,443,2020-03-22 23:30:00
1,64,2020-03-22 23:45:00
2,113,2020-03-22 23:45:00
3,511,2020-03-22 23:45:00
4,681,2020-03-22 23:45:00
5,354,2020-03-22 23:45:00
6,446,2020-03-22 23:45:00
7,676,2020-03-22 23:45:00
8,294,2020-03-22 23:45:00
9,443,2020-03-22 23:45:00
